## opening file [/atlas/dq2/rucio/group/det-indet/20/22/group.det-indet.8685043.EXT0._000032.InDetDxAOD.pool.root]...
## importing ROOT...
## importing ROOT... [DONE]
## opening file [OK]
File:/atlas/dq2/rucio/group/det-indet/20/22/group.det-indet.8685043.EXT0._000032.InDetDxAOD.pool.root
Size:    79893.689 kb
Nbr Events: 100

================================================================================
     Mem Size       Disk Size        Size/Evt      MissZip/Mem  items  (X) Container Name (X=Tree|Branch)
       4.491 kb        3.327 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ZCut12
       4.545 kb        3.330 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.FoxWolfram3
       6.447 kb        3.330 kb        0.033 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MV2m_pc
       4.545 kb        3.335 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.FoxWolfram4
       4.502 kb        3.338 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Split12
       4.470 kb        3.339 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ECF2
       4.491 kb        3.344 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.EMFrac
       4.470 kb        3.346 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ECF1
       4.470 kb        3.347 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Mu12
       6.447 kb        3.348 kb        0.033 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MV2m_pb
       4.534 kb        3.350 kb        0.033 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Aplanarity
       4.513 kb        3.352 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Tau1_wta
       4.620 kb        3.373 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.LArBadHVEnergyFrac
       4.534 kb        3.375 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Sphericity
       4.480 kb        3.379 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Width
       4.523 kb        3.382 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.CentroidR
       4.599 kb        3.396 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ActiveArea4vec_m
       4.609 kb        3.405 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ActiveArea4vec_pt
       4.534 kb        3.407 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Angularity
       4.513 kb        3.409 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.WidthPhi
       4.523 kb        3.438 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.NegativeE
       5.528 kb        3.447 kb        0.034 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Aplanarity
       4.491 kb        3.448 kb        0.034 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.Timing
       4.588 kb        3.455 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.FracSamplingMax
       4.642 kb        3.457 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetLCScaleMomentum_m
       4.599 kb        3.460 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.LeadingClusterPt
       4.642 kb        3.461 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetEMScaleMomentum_m
       4.652 kb        3.463 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetEMScaleMomentum_pt
       5.946 kb        3.465 kb        0.035 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_sigZ0wrtPVofTracks
       4.556 kb        3.466 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.AverageLArQF
       5.946 kb        3.466 kb        0.035 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_sigD0wrtPVofTracks
       5.946 kb        3.467 kb        0.035 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP2D_sigD0wrtPVofTracks
       4.545 kb        3.471 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.DetectorEta
       5.946 kb        3.472 kb        0.035 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_valZ0wrtPVofTracks
       4.652 kb        3.476 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetLCScaleMomentum_pt
       5.946 kb        3.480 kb        0.035 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_valD0wrtPVofTracks
       5.946 kb        3.481 kb        0.035 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP2D_valD0wrtPVofTracks
       4.695 kb        3.492 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetConstitScaleMomentum_m
       4.706 kb        3.500 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetConstitScaleMomentum_pt
       4.685 kb        3.504 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetPileupScaleMomentum_m
      10.420 kb        3.504 kb        0.035 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP2D_gradeOfTracks
      10.420 kb        3.504 kb        0.035 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_gradeOfTracks
       4.695 kb        3.513 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetPileupScaleMomentum_pt
       4.620 kb        3.518 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ActiveArea4vec_phi
       4.652 kb        3.518 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.LeadingClusterSecondR
       4.620 kb        3.519 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.ActiveArea4vec_eta
       4.760 kb        3.528 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetOriginConstitScaleMomentum_m
       4.706 kb        3.528 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.LeadingClusterCenterLambda
       5.528 kb        3.533 kb        0.035 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.PlanarFlow
       4.771 kb        3.537 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetOriginConstitScaleMomentum_pt
       4.706 kb        3.539 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.LeadingClusterSecondLambda
       4.663 kb        3.543 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetLCScaleMomentum_eta
       4.663 kb        3.544 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetEMScaleMomentum_phi
       4.663 kb        3.545 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetLCScaleMomentum_phi
       4.663 kb        3.549 kb        0.035 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetEMScaleMomentum_eta
       4.706 kb        3.572 kb        0.036 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetPileupScaleMomentum_eta
       4.706 kb        3.572 kb        0.036 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetPileupScaleMomentum_phi
       4.717 kb        3.579 kb        0.036 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetConstitScaleMomentum_eta
       4.717 kb        3.580 kb        0.036 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetConstitScaleMomentum_phi
       6.693 kb        3.608 kb        0.036 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetVertexCharge_discriminant
     142.477 kb        3.613 kb        0.036 kb        0.000      100  (B) EventInfoAuxDyn.subEventType
       4.781 kb        3.620 kb        0.036 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetOriginConstitScaleMomentum_eta
       4.781 kb        3.621 kb        0.036 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JetOriginConstitScaleMomentum_phi
       5.826 kb        3.672 kb        0.037 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.TRTdEdx
       5.175 kb        3.702 kb        0.037 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostTruthPt
       5.464 kb        3.747 kb        0.037 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.KtDR
       5.464 kb        3.777 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Tau1
       5.528 kb        3.781 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Sphericity
       5.464 kb        3.785 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Mu12
       5.496 kb        3.789 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Split12
      16.908 kb        3.790 kb        0.038 kb        0.000      100  (B) MuonsAuxDyn.segmentsOnTrack
       5.464 kb        3.796 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ECF2
       5.485 kb        3.797 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ZCut12
       5.507 kb        3.803 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Tau1_wta
       5.539 kb        3.814 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.FoxWolfram0
       5.528 kb        3.839 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Angularity
       5.539 kb        3.846 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.FoxWolfram2
       5.507 kb        3.848 kb        0.038 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.WidthPhi
       5.539 kb        3.854 kb        0.039 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.FoxWolfram1
       5.196 kb        3.855 kb        0.039 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.IsoDelta3SumPt
       5.539 kb        3.859 kb        0.039 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.FoxWolfram4
       5.539 kb        3.888 kb        0.039 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.FoxWolfram3
      11.909 kb        3.920 kb        0.039 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.OriginVertex
       9.494 kb        3.922 kb        0.039 kb        0.000      100  (B) ElectronsAuxDyn.truthParticleLink
       9.545 kb        3.925 kb        0.039 kb        0.000      100  (B) MuonsAuxDyn.truthParticleLink
       5.934 kb        3.932 kb        0.039 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.TRTTrackOccupancy
       5.314 kb        3.949 kb        0.039 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.JetConstitScaleMomentum_m
       6.600 kb        3.990 kb        0.040 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MV2c10b_discriminant
       5.089 kb        3.991 kb        0.040 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.ECF1
      13.196 kb        3.998 kb        0.040 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.OriginVertex
      13.946 kb        4.012 kb        0.040 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.OriginVertex
       5.175 kb        4.037 kb        0.040 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.trkSum_SPt
       5.175 kb        4.047 kb        0.040 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.trkSum_VPt
       5.100 kb        4.061 kb        0.041 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.Width
       5.186 kb        4.135 kb        0.041 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.trkSum_VEta
      12.085 kb        4.143 kb        0.041 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.SMT_mu_link
       5.325 kb        4.145 kb        0.041 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.JetConstitScaleMomentum_pt
       5.571 kb        4.147 kb        0.041 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.IsoDelta2SumPt
      11.917 kb        4.203 kb        0.042 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.btaggingLink
       5.336 kb        4.223 kb        0.042 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.JetConstitScaleMomentum_phi
       6.600 kb        4.229 kb        0.042 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MV2c100_discriminant
       5.336 kb        4.232 kb        0.042 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.JetConstitScaleMomentum_eta
       6.588 kb        4.255 kb        0.043 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MV2c00_discriminant
       6.588 kb        4.264 kb        0.043 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MV2c10_discriminant
       5.550 kb        4.265 kb        0.043 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostTruthPt
       6.588 kb        4.273 kb        0.043 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MV2c20_discriminant
       6.611 kb        4.296 kb        0.043 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.MV2c10hp_discriminant
       8.015 kb        4.318 kb        0.043 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetVertexCharge_discriminant
       5.550 kb        4.318 kb        0.043 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.trkSum_SPt
      13.204 kb        4.327 kb        0.043 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.btaggingLink
       5.464 kb        4.348 kb        0.043 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.ECF1
      11.955 kb        4.379 kb        0.044 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.HighestJVFVtx
       5.550 kb        4.396 kb        0.044 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.trkSum_VPt
       5.571 kb        4.404 kb        0.044 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.IsoDelta3SumPt
       5.689 kb        4.415 kb        0.044 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.JetConstitScaleMomentum_m
      14.400 kb        4.417 kb        0.044 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.trackLink
      13.234 kb        4.420 kb        0.044 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.SMT_mu_link
       5.475 kb        4.422 kb        0.044 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.Width
      13.954 kb        4.425 kb        0.044 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.btaggingLink
      13.984 kb        4.450 kb        0.045 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.SMT_mu_link
      14.814 kb        4.473 kb        0.045 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.truthParticleLink
       5.700 kb        4.488 kb        0.045 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.JetConstitScaleMomentum_pt
       5.561 kb        4.505 kb        0.045 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.trkSum_VEta
       7.737 kb        4.552 kb        0.046 kb        0.000      100  (B) MuonsAuxDyn.rpcHitIdentifier
      12.494 kb        4.595 kb        0.046 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostTruthAssociationLink
       5.711 kb        4.601 kb        0.046 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.JetConstitScaleMomentum_phi
       5.711 kb        4.602 kb        0.046 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.JetConstitScaleMomentum_eta
       7.748 kb        4.607 kb        0.046 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MV2m_pu
     152.652 kb        4.715 kb        0.047 kb        0.000      100  (B) InDetTrackParticlesAuxDyn.nBC_meas
      14.446 kb        4.766 kb        0.048 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP2D_TrackParticleLinks
      14.446 kb        4.766 kb        0.048 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.IP3D_TrackParticleLinks
       5.837 kb        4.847 kb        0.048 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.QoverPLM
     152.705 kb        4.853 kb        0.049 kb        0.000      100  (B) InDetTrackParticlesAuxDyn.truthOrigin
       7.748 kb        4.884 kb        0.049 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MV2m_pc
       7.748 kb        4.909 kb        0.049 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MV2m_pb
      29.239 kb        4.976 kb        0.050 kb        0.000      100  (B) BCM_RDOs
       9.431 kb        5.021 kb        0.050 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP2D_weightCofTracks
       9.431 kb        5.044 kb        0.050 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP2D_weightUofTracks
       9.431 kb        5.066 kb        0.051 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP2D_weightBofTracks
       9.079 kb        5.124 kb        0.051 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetVertexCharge_discriminant
       8.635 kb        5.198 kb        0.052 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MV2m_pu
      35.448 kb        5.237 kb        0.052 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.NumTrkPt1000
       8.635 kb        5.464 kb        0.055 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MV2m_pc
       8.635 kb        5.519 kb        0.055 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MV2m_pb
      10.451 kb        5.632 kb        0.056 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP2D_weightCofTracks
      14.998 kb        5.642 kb        0.056 kb        0.000      100  (B) GSFTrackParticlesAuxDyn.originalTrackParticle
       7.661 kb        5.650 kb        0.057 kb        0.000      100  (B) MuonsAuxDyn.rpcHitTime
       9.431 kb        5.655 kb        0.057 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_weightCofTracks
      10.451 kb        5.666 kb        0.057 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP2D_weightUofTracks
      10.451 kb        5.674 kb        0.057 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP2D_weightBofTracks
       9.431 kb        5.707 kb        0.057 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_weightBofTracks
       9.431 kb        5.717 kb        0.057 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_weightUofTracks
      35.432 kb        5.838 kb        0.058 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.NumTrkPt500
      34.727 kb        6.173 kb        0.062 kb        0.000        1  (B) _TRIGGER_LVL1_Menu
      10.451 kb        6.354 kb        0.064 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_weightCofTracks
      10.451 kb        6.401 kb        0.064 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_weightBofTracks
      10.451 kb        6.420 kb        0.064 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_weightUofTracks
    1036.148 kb        6.493 kb        0.065 kb        0.000      100  (B) TruthParticlesAuxDyn.polarizationPhi
      31.623 kb        6.559 kb        0.066 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP2D_TrackParticleLinks
      31.623 kb        6.559 kb        0.066 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_TrackParticleLinks
       7.913 kb        6.620 kb        0.066 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MV2c10b_discriminant
       7.900 kb        6.627 kb        0.066 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MV2c00_discriminant
       7.913 kb        6.630 kb        0.066 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MV2c100_discriminant
       7.900 kb        6.635 kb        0.066 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MV2c10_discriminant
       7.900 kb        6.647 kb        0.066 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MV2c20_discriminant
       7.926 kb        6.774 kb        0.068 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.MV2c10hp_discriminant
       9.475 kb        6.957 kb        0.070 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_sigD0wrtPVofTracks
       9.475 kb        6.958 kb        0.070 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_sigZ0wrtPVofTracks
       9.475 kb        6.962 kb        0.070 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP2D_sigD0wrtPVofTracks
       9.475 kb        6.983 kb        0.070 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_valD0wrtPVofTracks
       9.475 kb        6.987 kb        0.070 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP2D_valD0wrtPVofTracks
       9.475 kb        6.989 kb        0.070 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.IP3D_valZ0wrtPVofTracks
    1036.207 kb        7.188 kb        0.072 kb        0.000      100  (B) TruthParticlesAuxDyn.polarizationTheta
      12.455 kb        7.383 kb        0.074 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_fittedCov
      35.775 kb        7.391 kb        0.074 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP2D_TrackParticleLinks
      35.775 kb        7.391 kb        0.074 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_TrackParticleLinks
       8.812 kb        7.508 kb        0.075 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MV2c10b_discriminant
       8.812 kb        7.516 kb        0.075 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MV2c100_discriminant
       8.799 kb        7.534 kb        0.075 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MV2c00_discriminant
       8.799 kb        7.540 kb        0.075 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MV2c20_discriminant
       8.799 kb        7.564 kb        0.076 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MV2c10_discriminant
      44.507 kb        7.582 kb        0.076 kb        0.000        1  (B) EventFormat
      35.264 kb        7.642 kb        0.076 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostPartons
      34.650 kb        7.715 kb        0.077 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostPartons
       8.826 kb        7.727 kb        0.077 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.MV2c10hp_discriminant
      35.515 kb        7.762 kb        0.078 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.TrackWidthPt1000
      10.498 kb        7.781 kb        0.078 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_sigD0wrtPVofTracks
      10.498 kb        7.783 kb        0.078 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP2D_sigD0wrtPVofTracks
      10.498 kb        7.809 kb        0.078 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_sigZ0wrtPVofTracks
      10.498 kb        7.821 kb        0.078 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_valD0wrtPVofTracks
      10.498 kb        7.826 kb        0.078 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP2D_valD0wrtPVofTracks
      10.498 kb        7.835 kb        0.078 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.IP3D_valZ0wrtPVofTracks
      14.021 kb        7.880 kb        0.079 kb        0.000      100  (B) ElectronsAuxDyn.EgammaCovarianceMatrix
      35.481 kb        7.882 kb        0.079 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.SumPtTrkPt1000
       9.658 kb        8.307 kb        0.083 kb        0.000      100  (B) PrimaryVerticesAuxDyn.sumPt2
      45.216 kb        8.357 kb        0.084 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostPartons
      42.340 kb        8.536 kb        0.085 kb        0.000      100  (B) AntiKt2PV0TrackJetsAuxDyn.GhostTruth
      12.533 kb        8.542 kb        0.085 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.JetFitter_fittedPosition
    3372.098 kb        8.645 kb        0.086 kb        0.000      100  (B) PixelClustersAuxDyn.LVL1A
      44.000 kb        8.685 kb        0.087 kb        0.000        1  (B) _TRIGGER_LVL1_Thresholds
      52.996 kb        8.968 kb        0.090 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostTruth
    3372.158 kb        9.051 kb        0.091 kb        0.000      100  (B) PixelClustersAuxDyn.isSplit
      65.074 kb        9.337 kb        0.093 kb        0.000        1  (B) _TRIGGER_LVL1_ItemDef
     152.670 kb       10.103 kb        0.101 kb        0.000      100  (B) InDetTrackParticlesAuxDyn.truthType
     547.633 kb       10.139 kb        0.101 kb        0.003      200  (T) DataHeaderForm
    3372.037 kb       10.237 kb        0.102 kb        0.000      100  (B) PixelClustersAuxDyn.bec
      35.498 kb       10.443 kb        0.104 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.TrackWidthPt500
     142.477 kb       10.534 kb        0.105 kb        0.000      100  (B) EventInfoAuxDyn.subEventTime
      35.465 kb       10.706 kb        0.107 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.SumPtTrkPt500
      35.299 kb       10.714 kb        0.107 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.JVF
      18.725 kb       10.788 kb        0.108 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_fittedCov
      70.274 kb       11.087 kb        0.111 kb        0.000      100  (B) AntiKt3PV0TrackJetsAuxDyn.GhostTruth
      80.012 kb       11.109 kb        0.111 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.GhostTrack
      21.240 kb       12.088 kb        0.121 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_fittedCov
      18.817 kb       12.714 kb        0.127 kb        0.000      100  (B) BTagging_AntiKt2TrackAuxDyn.JetFitter_fittedPosition
    3372.098 kb       13.548 kb        0.135 kb        0.000      100  (B) PixelClustersAuxDyn.layer
      21.338 kb       14.328 kb        0.143 kb        0.000      100  (B) BTagging_AntiKt3TrackAuxDyn.JetFitter_fittedPosition
     123.002 kb       14.718 kb        0.147 kb        0.000      100  (B) BTagging_AntiKt4EMTopoAuxDyn.BTagTrackToJetAssociator
      55.082 kb       18.348 kb        0.183 kb        0.000      100  (B) AntiKt4EMTopoJetsAuxDyn.EnergyPerSampling
    1035.855 kb       18.459 kb        0.185 kb        0.000      100  (B) TruthParticlesAuxDyn.prodZ
    1035.855 kb       18.499 kb        0.185 kb        0.000      100  (B) TruthParticlesAuxDyn.prodR
